filename,width,height,class,xmin,ymin,xmax,ymax
atm im 2.jpg,286,176,skimming,187,1,286,107
n102.jpg,474,314,normal,34,16,474,298
la19.JPEG,474,419,logical attack,367,227,456,354
la19.JPEG,474,419,logical attack,365,234,414,334
cash tpn45.jpg,474,266,cash trapping,185,125,311,248
cash tpn34.jpg,474,632,cash trapping,13,402,459,592
m50.jpg,474,266,malware,2,10,470,266
m50.jpg,474,266,malware,74,7,470,266
m50.jpg,474,266,malware,82,29,460,205
m50.jpg,474,266,malware,122,1,458,230
r78.jpg,259,194,robbery,63,29,161,137
pa113.jpg,327,154,physical attack,4,7,280,154
pa113.jpg,327,154,physical attack,3,64,180,154
pa113.jpg,327,154,physical attack,3,12,256,154
n43.jpg,200,160,normal,2,1,200,159
n43.jpg,200,160,normal,19,33,199,160
r90.jpg,221,228,robbery,8,1,184,228
r90.jpg,221,228,robbery,18,16,111,57
r90.jpg,221,228,robbery,12,3,180,78
atm8.jpg,278,181,physical attack,113,29,278,150
n211.jpg,217,160,normal,4,1,217,143
n211.jpg,217,160,normal,39,27,200,140
n211.jpg,217,160,normal,128,3,217,148
n211.jpg,217,160,normal,30,3,66,143
n97.jpg,474,474,normal,7,3,426,474
oc36.jpg,474,347,occlusion,16,1,467,292
oc36.jpg,474,347,occlusion,65,23,443,224
oc36.jpg,474,347,occlusion,200,3,429,198
n44.jpg,474,662,normal,14,7,473,654
n44.jpg,474,662,normal,6,13,473,422
R14.jpg,300,168,robbery,21,7,250,160
R14.jpg,300,168,robbery,66,47,174,168
ctpn22.JPEG,474,291,card trapping,5,5,474,288
ctpn22.JPEG,474,291,card trapping,223,6,464,271
ctpn22.JPEG,474,291,card trapping,5,44,470,185
n36.jpg,474,355,normal,5,2,473,349
n36.jpg,474,355,normal,10,57,473,295
n36.jpg,474,355,normal,138,60,474,265
n93.jpg,474,355,normal,5,7,465,355
n93.jpg,474,355,normal,28,3,305,355
r82.jpg,299,168,robbery,109,61,220,148
r82.jpg,299,168,robbery,67,70,238,166
trf29.jpg,194,259,physical attack,1,6,189,259
trf29.jpg,194,259,physical attack,2,142,182,209
r17.jpg,300,168,robbery,95,3,300,165
r46.jpg,259,194,robbery,70,47,256,192
r46.jpg,259,194,robbery,91,1,259,190
m69.jpg,240,227,malware,67,1,235,227
m69.jpg,240,227,malware,3,2,238,227
m69.jpg,240,227,malware,75,41,192,227
m66.jpg,474,342,malware,129,180,210,263
m20.jpg,474,248,malware,3,3,474,245
m20.jpg,474,248,malware,7,6,415,242
m20.jpg,474,248,malware,161,8,474,233
m43.jpg,474,296,malware,8,5,474,292
m43.jpg,474,296,malware,1,32,468,291
pa81.jpg,259,194,physical attack,3,4,259,190
pa81.jpg,259,194,physical attack,10,7,258,117
n19.jpg,390,399,normal,5,9,390,394
n19.jpg,390,399,normal,2,13,222,399
n19.jpg,390,399,normal,5,5,390,327
m30.jpg,474,355,malware,110,135,412,348
m30.jpg,474,355,malware,198,182,298,355
pa35.jpg,259,194,physical attack,197,42,247,59
m68.jpg,474,311,malware,163,183,250,253
trf25.jpg,300,168,physical attack,67,26,241,168
trf25.jpg,300,168,physical attack,53,42,250,168
la4.jpg,189,267,logical attack,10,42,173,267
la4.jpg,189,267,logical attack,24,39,150,204
sk20.jpg,299,168,skimming,5,1,265,168
sk20.jpg,299,168,skimming,32,3,250,144
sk20.jpg,299,168,skimming,54,12,208,60
sk20.jpg,299,168,skimming,50,18,246,160
n23.jpg,298,470,normal,3,25,294,306
n23.jpg,298,470,normal,6,4,298,276
n115.jpg,474,711,normal,4,62,474,673
n115.jpg,474,711,normal,128,298,286,499
n186.jpg,474,632,normal,131,259,321,378
trf12.jpg,275,183,transaction reversal fraud,116,1,275,152
ATM tampering_4.jpg,725,380,skimming,157,36,356,311
ATM tampering_4.jpg,725,380,physical attack,367,116,617,326
ctpn45.JPEG,474,265,card trapping,286,79,375,229
ctpn45.JPEG,474,265,card trapping,298,83,318,160
ctpn45.JPEG,474,265,card trapping,114,110,408,265
n42.jpg,213,160,normal,19,34,211,158
r79.jpg,259,194,robbery,74,9,259,191
r79.jpg,259,194,robbery,57,3,257,141
r79.jpg,259,194,robbery,78,9,163,143
r79.jpg,259,194,robbery,2,68,249,194
n89.jpg,474,576,normal,11,5,470,576
ctpn38.JPEG,474,638,card trapping,4,18,467,638
ctpn38.JPEG,474,638,card trapping,72,53,474,599
ctpn38.JPEG,474,638,card trapping,16,94,466,628
ctpn40.JPEG,474,355,card trapping,21,4,473,266
ctpn40.JPEG,474,355,card trapping,71,2,406,286
ctpn40.JPEG,474,355,card trapping,196,8,374,253
ctpn40.JPEG,474,355,card trapping,65,34,325,269
n177.jpg,474,547,normal,68,157,446,474
atm3.jpg,600,300,physical attack,286,2,597,300
fa4.jpg,310,162,logical attack,1,5,269,158
m41.jpg,474,210,malware,73,43,449,210
os28.jpg,259,194,ATM out of service,32,34,176,136
os7.jpg,259,194,ATM out of service,1,8,258,194
os7.jpg,259,194,ATM out of service,22,24,249,183
sk25.jpg,213,237,skimming,35,42,144,184
oc56.jpg,474,482,occlusion,88,19,394,350
cash tpn41.jpg,474,355,cash trapping,7,2,470,347
pa112.png,224,224,physical attack,1,92,224,156
pa112.png,224,224,physical attack,3,90,224,147
pa112.png,224,224,physical attack,2,69,224,177
pa26.jpg,243,207,physical attack,35,11,236,202
pa26.jpg,243,207,physical attack,30,1,243,201
j11.jpg,311,162,jackpotting,5,5,309,162
j11.jpg,311,162,jackpotting,96,1,310,162
sk8.jpg,300,168,skimming,90,4,214,168
sk8.jpg,300,168,skimming,94,57,210,168
n171.jpg,474,327,normal,308,67,448,188
pa110.jpg,225,225,physical attack,136,7,225,218
os10.jpg,259,194,ATM out of service,32,59,232,190
oc45.jpg,474,474,occlusion,98,19,386,473
oc45.jpg,474,474,occlusion,60,19,404,275
n195.jpg,474,355,normal,175,53,437,355
fa2.jpg,259,194,cash trapping ,10,14,211,184
la8.jpg,263,192,logical attack,12,4,259,192
la8.jpg,263,192,logical attack,36,57,197,161
la8.jpg,263,192,logical attack,44,28,198,192
la8.jpg,263,192,logical attack,48,50,193,168
atm11.jpg,317,159,skimming,62,33,224,130
trf16.jpg,275,183,transaction reversal fraud,36,5,271,182
n178.jpg,450,800,normal,106,353,311,779
cash tpn55.jpg,474,125,cash trapping,53,8,223,92
trf18.jpg,259,194,transaction reversal fraud,2,1,253,191
trf18.jpg,259,194,transaction reversal fraud,4,8,256,125
n14.jpg,474,266,normal,10,41,473,180
n14.jpg,474,266,normal,328,42,473,187
n12.jpg,400,427,normal,58,126,355,422
n12.jpg,400,427,normal,70,135,332,266
j4.jpg,264,191,jackpotting,9,49,236,189
j4.jpg,264,191,jackpotting,17,56,113,191
j4.jpg,264,191,jackpotting,67,68,235,187
cash tpn19.jpg,474,274,cash trapping,123,175,210,271
la16.JPEG,398,559,logical attack,27,112,383,373
cash tpn61.jpg,474,346,cash trapping,261,14,473,245
oc49.jpg,474,266,occlusion,63,7,240,208
oc49.jpg,474,266,occlusion,228,1,466,255
cash tpn35.jpg,474,257,cash trapping,9,6,474,253
cash tpn35.jpg,474,257,cash trapping,15,42,424,257
n74.jpg,474,474,normal,15,82,474,459
n74.jpg,474,474,normal,41,64,473,463
n54.jpg,474,889,normal,51,220,293,748
n187.jpg,474,252,normal,14,33,458,252
n187.jpg,474,252,normal,308,10,449,247
n187.jpg,474,252,normal,175,20,300,248
n187.jpg,474,252,normal,82,28,171,251
n170.jpg,474,266,normal,5,3,467,266
n170.jpg,474,266,normal,221,1,468,266
oc73.jpg,474,626,occlusion,30,20,472,293
n86.jpg,474,266,normal,5,21,474,251
oc50.jpg,474,474,occlusion,70,14,436,474
m38.jpg,474,273,malware,4,16,261,268
m27.jpg,474,206,malware,373,49,451,81
os6.jpg,225,225,ATM out of service,38,42,182,157
cash tpn31.jpg,474,315,cash trapping,13,5,473,312
cash tpn31.jpg,474,315,cash trapping,52,87,473,315
cash tpn31.jpg,474,315,cash trapping,102,6,468,301
sk17.jpg,265,190,skimming,21,5,209,190
sk17.jpg,265,190,skimming,68,60,192,175
la12.JPEG,474,265,logical attack,29,11,249,112
la12.JPEG,474,265,logical attack,114,7,348,239
la12.JPEG,474,265,logical attack,132,59,228,118
pa131.jpg,300,168,physical attack,17,7,142,99
pa131.jpg,300,168,physical attack,1,1,150,168
m24.jpg,474,221,malware,5,5,474,218
m24.jpg,474,221,malware,17,18,465,221
m24.jpg,474,221,malware,9,39,468,199
m24.jpg,474,221,malware,33,100,474,212
j5.jpg,300,168,jackpotting,5,2,300,167
j5.jpg,300,168,jackpotting,1,1,166,113
la6.jpg,189,266,logical attack,4,30,189,218
la6.jpg,189,266,logical attack,15,41,178,216
la6.jpg,189,266,logical attack,39,73,185,264
la6.jpg,189,266,logical attack,55,102,88,155
n39.jpg,150,160,normal,5,3,147,160
n39.jpg,150,160,normal,11,6,147,127
n39.jpg,150,160,normal,44,9,145,123
trf4.jpg,289,174,transaction reversal fraud,12,4,289,173
trf4.jpg,289,174,transaction reversal fraud,6,4,259,152
pa10.jpg,260,194,physical attack,77,1,239,161
pa10.jpg,260,194,physical attack,88,10,234,105
n140.jpg,474,355,normal,284,97,350,306
n30.jpg,474,355,normal,2,3,474,352
n30.jpg,474,355,normal,118,5,470,355
n30.jpg,474,355,normal,165,12,467,245
r39.jpg,260,194,robbery,58,8,249,194
r39.jpg,260,194,robbery,126,83,260,192
fa5.jpg,277,182,occlusion,103,1,162,52
fa5.jpg,277,182,physical attack,3,1,260,182
m40.jpg,474,247,malware,19,2,285,244
m40.jpg,474,247,malware,8,3,474,243
m40.jpg,474,247,malware,15,11,167,227
m40.jpg,474,247,malware,1,2,474,166
oc23.jpg,385,385,occlusion,87,19,350,307
oc23.jpg,385,385,occlusion,31,3,385,379
m22.jpg,474,311,malware,126,22,311,311
m22.jpg,474,311,malware,112,231,278,311
n199.jpg,300,199,normal,5,5,300,194
n199.jpg,300,199,normal,8,53,225,182
n199.jpg,300,199,normal,24,1,288,165
os26.jpg,300,168,ATM out of service,20,10,290,163
os26.jpg,300,168,ATM out of service,32,25,225,150
oc34.jpg,474,355,occlusion,176,75,358,331
r88.jpg,275,183,robbery,61,9,266,183
r88.jpg,275,183,robbery,83,26,217,146
r88.jpg,275,183,robbery,160,108,274,176
r88.jpg,275,183,robbery,153,77,260,181
n79.jpg,474,948,normal,57,2,339,948
ctpn33.JPG,220,300,card trapping,6,6,192,300
ctpn33.JPG,220,300,card trapping,3,34,177,265
m49.jpg,474,204,malware,26,143,427,194
m49.jpg,474,204,malware,1,57,474,198
pa38.jpg,294,172,physical attack,1,3,294,171
pa38.jpg,294,172,physical attack,50,2,293,172
pa38.jpg,294,172,physical attack,128,2,291,82
pa38.jpg,294,172,physical attack,59,81,219,172
pa38.jpg,294,172,physical attack,119,1,237,172
ATM tampering_1.jpg,750,500,logical attack,491,86,536,121
la5.jpg,389,129,logical attack,40,8,367,129
la5.jpg,389,129,logical attack,55,16,316,127
r63.jpg,276,183,robbery,67,8,272,183
r63.jpg,276,183,robbery,53,1,271,96
n35.jpg,474,332,normal,15,2,473,324
n35.jpg,474,332,normal,35,5,474,301
n35.jpg,474,332,normal,63,5,338,222
oc60.jpg,300,470,occlusion,79,29,266,263
oc60.jpg,300,470,occlusion,86,32,238,211
os27.jpg,219,224,ATM out of service,1,2,219,219
os27.jpg,219,224,ATM out of service,12,74,209,179
os27.jpg,219,224,ATM out of service,37,83,174,163
r18.jpg,275,183,robbery,72,1,256,178
m19.jpg,474,419,malware,170,187,473,397
m19.jpg,474,419,malware,182,174,376,373
m19.jpg,474,419,malware,159,67,337,373
ATM tampering_3.jpg,759,422,physical attack,321,75,393,351
pa7.jpg,311,162,physical attack,55,1,237,160
pa7.jpg,311,162,physical attack,65,1,247,121
j10.jpg,318,159,jackpotting,3,3,318,158
j10.jpg,318,159,jackpotting,4,2,226,159
j10.jpg,318,159,jackpotting,8,8,221,159
j10.jpg,318,159,jackpotting,93,24,215,159
r30.jpg,300,168,robbery,114,34,250,164
oc48.jpg,338,225,occlusion,30,4,208,225
oc48.jpg,338,225,occlusion,4,1,293,109
r41.jpg,216,233,robbery,42,24,180,203
pa101.jpg,300,168,physical attack,4,42,233,167
pa101.jpg,300,168,physical attack,36,48,216,142
pa101.jpg,300,168,physical attack,94,31,223,95
pa101.jpg,300,168,physical attack,75,28,221,142
r47.jpg,1600,1167,robbery,314,4,1136,521
m31.jpg,474,342,malware,30,130,398,324
m31.jpg,474,342,malware,23,104,253,260
m31.jpg,474,342,malware,44,143,199,340
trf17.jpg,300,168,physical attack,15,2,298,168
oc67.jpg,340,270,occlusion,13,16,289,265
ctpn27.JPEG,474,316,card trapping,1,82,216,161
ctpn27.JPEG,474,316,card trapping,95,172,141,200
ctpn27.JPEG,474,316,card trapping,314,52,340,78
n129.jpg,474,275,normal,77,77,244,275
j18.jpg,466,108,jackpotting,210,3,466,106
n155.jpg,474,266,normal,14,170,471,266
n155.jpg,474,266,normal,298,3,467,266
n108.jpg,474,391,normal,182,30,354,197
pa136.jpg,259,194,physical attack,6,1,258,194
r60.jpg,177,285,robbery,14,11,177,276
r60.jpg,177,285,robbery,9,6,177,160
trf21.jpg,300,168,physical attack,46,17,171,123
trf21.jpg,300,168,physical attack,37,1,188,130
trf8.jpg,299,168,transaction reversal fraud,76,2,299,152
j7.jpg,299,168,jackpotting,1,2,261,168
r1.jpg,288,175,physical attack,28,37,200,175
r1.jpg,288,175,robbery,3,2,282,175
r1.jpg,288,175,robbery,9,26,287,173
cash tpn60.jpg,474,296,cash trapping,223,73,435,296
cash tpn60.jpg,474,296,cash trapping,219,236,431,296
n176.jpg,225,300,normal,75,161,172,221
cash tpn50.jpg,474,308,cash trapping,261,169,432,299
cash tpn64.jpg,288,216,cash trapping,76,70,129,100
n17.jpg,474,316,normal,8,8,467,316
n17.jpg,474,316,normal,30,15,443,297
n17.jpg,474,316,normal,10,55,437,316
n17.jpg,474,316,normal,95,4,434,316
n17.jpg,474,316,normal,10,137,471,316
pa124.jpg,299,168,physical attack,114,10,299,153
ctpn12.JPEG,474,124,card trapping,107,19,188,78
ctpn12.JPEG,474,124,card trapping,313,56,428,106
n63.jpg,474,396,normal,55,26,474,365
pa37.jpg,300,168,physical attack,31,3,256,168
pa37.jpg,300,168,physical attack,50,26,233,168
pa37.jpg,300,168,physical attack,86,11,247,168
pa37.jpg,300,168,physical attack,102,1,242,168
r62.jpg,259,194,robbery,42,4,256,194
r62.jpg,259,194,robbery,60,8,212,139
r62.jpg,259,194,robbery,97,57,145,134
n15.jpg,474,373,normal,15,8,461,373
pa25.jpg,290,174,physical attack,1,7,286,174
pa25.jpg,290,174,physical attack,3,1,157,174
pa25.jpg,290,174,physical attack,48,1,146,153
sk4.jpg,300,168,skimming,4,2,300,167
sk4.jpg,300,168,skimming,19,43,243,168
sk4.jpg,300,168,skimming,97,76,233,167
ctpn18.JPEG,474,276,card trapping,3,4,429,173
ctpn18.JPEG,474,276,card trapping,39,83,426,169
ctpn18.JPEG,474,276,card trapping,8,78,472,276
r9.jpg,312,162,robbery,51,11,259,129
r9.jpg,312,162,robbery,141,21,257,129
r9.jpg,312,162,robbery,50,26,266,129
cash tpn48.jpg,474,287,cash trapping,59,116,399,227
sk2.jpg,311,162,skimming,173,2,311,132
sk2.jpg,311,162,skimming,239,11,309,123
la17.JPEG,474,248,logical attack,288,56,462,248
la17.JPEG,474,248,logical attack,3,76,466,248
la17.JPEG,474,248,logical attack,6,18,454,248
r48.jpg,262,192,robbery,25,1,262,187
r48.jpg,262,192,robbery,42,76,262,153
pa71.jpg,299,168,physical attack,12,2,299,166
pa71.jpg,299,168,physical attack,25,2,248,168
pa71.jpg,299,168,physical attack,58,61,208,145
trf14.jpg,260,194,transaction reversal fraud,3,5,260,191
ctpn21.JPEG,474,334,card trapping,120,185,269,238
ctpn21.JPEG,474,334,card trapping,89,46,357,288
ctpn21.JPEG,474,334,card trapping,271,61,353,265
lg1.jpg,277,182,logical attack,13,13,277,116
lg1.jpg,277,182,logical attack,12,1,272,182
m25.jpg,474,247,malware,3,3,290,247
m25.jpg,474,247,malware,5,3,162,184
cash tpn63.jpg,451,197,cash trapping,19,5,351,197
j22.jpg,275,183,jackpotting,5,5,269,183
j22.jpg,275,183,jackpotting,4,62,140,183
j22.jpg,275,183,jackpotting,2,37,234,183
n27.jpg,337,507,normal,8,2,337,338
n27.jpg,337,507,normal,1,208,334,482
la31.JPEG,375,210,logical attack,129,5,283,210
r89.jpg,299,168,robbery,62,2,218,168
m78.jpg,410,172,malware,278,45,377,79
trf6.jpg,342,147,transaction reversal fraud,2,6,342,145
pa32.jpg,300,168,physical attack,2,1,257,137
pa32.jpg,300,168,physical attack,150,37,228,132
pa92.jpg,300,168,physical attack,87,12,289,158
r74.jpg,301,167,robbery,2,7,142,162
r74.jpg,301,167,robbery,4,56,144,152
r74.jpg,301,167,robbery,160,31,248,151
pa20.jpg,266,190,physical attack,16,47,255,177
m46.jpg,474,316,malware,110,137,244,260
n119.jpg,240,160,normal,4,1,231,160
n119.jpg,240,160,normal,42,83,240,159
r91.jpg,300,168,robbery,94,18,222,167
r91.jpg,300,168,robbery,106,29,224,101
r91.jpg,300,168,robbery,140,42,203,91
m45.jpg,474,355,malware,12,12,468,192
os12.jpg,206,245,ATM out of service,2,1,206,239
os12.jpg,206,245,ATM out of service,17,8,188,136
ctpn25.JPEG,320,209,card trapping,5,7,317,209
ctpn25.JPEG,320,209,card trapping,17,23,304,147
ctpn25.JPEG,320,209,card trapping,28,41,242,117
n196.jpg,474,316,normal,9,4,466,316
n196.jpg,474,316,normal,37,5,427,288
n196.jpg,474,316,normal,92,5,377,219
n196.jpg,474,316,normal,192,5,440,251
cash tpn27.jpg,474,355,cash trapping,1,75,458,267
cash tpn27.jpg,474,355,cash trapping,54,117,395,263
pa36.jpg,275,183,physical attack,6,12,273,182
pa36.jpg,275,183,physical attack,46,41,206,183
pa36.jpg,275,183,physical attack,84,58,161,181
n188.jpg,474,355,normal,20,16,473,355
la30.JPEG,474,319,logical attack,18,162,400,307
la30.JPEG,474,319,logical attack,70,54,448,314
la30.JPEG,474,319,logical attack,80,9,460,319
oc43.jpg,474,677,occlusion,64,24,441,164
n179.jpg,474,355,normal,11,90,421,349
j15.jpg,299,168,jackpotting,11,15,265,168
j15.jpg,299,168,jackpotting,5,8,293,168
j15.jpg,299,168,jackpotting,12,18,182,165
pa68.jpg,268,188,physical attack,5,4,268,177
pa68.jpg,268,188,physical attack,8,24,209,153
pa68.jpg,268,188,physical attack,18,73,194,157
pa68.jpg,268,188,physical attack,10,10,259,188
pa114.jpg,275,183,physical attack,1,1,275,182
pa114.jpg,275,183,physical attack,54,36,219,183
pa114.jpg,275,183,physical attack,38,27,266,183
n169.jpg,474,355,normal,44,240,401,355
pa11.jpg,259,194,physical attack,10,23,188,136
oc41.jpg,474,716,occlusion,21,1,466,716
pa41.jpg,309,163,physical attack,2,5,309,160
pa41.jpg,309,163,physical attack,144,2,309,149
pa41.jpg,309,163,physical attack,186,1,257,107
r40.jpg,268,188,robbery,6,1,268,182
r40.jpg,268,188,robbery,25,21,234,152
r40.jpg,268,188,robbery,13,4,117,158
r40.jpg,268,188,robbery,94,1,226,188
m17.jpg,474,324,malware,3,9,474,296
m17.jpg,474,324,malware,1,64,99,147
m76.jpg,474,474,malware,1,5,474,465
m72.jpg,474,237,malware,301,38,369,137
n173.jpg,474,263,normal,2,1,442,263
pa106.jpg,274,184,physical attack,23,18,251,152
pa106.jpg,274,184,physical attack,25,23,161,116
m23.jpg,474,474,malware,127,132,349,474
m23.jpg,474,474,malware,133,332,330,474
n194.jpg,250,250,normal,78,9,196,243
oc26.jpg,474,237,occlusion,93,3,385,130
oc26.jpg,474,237,occlusion,78,3,408,237
os4.jpg,262,192,ATM out of service,46,7,262,171
os4.jpg,262,192,ATM out of service,59,19,197,140
la29.JPEG,474,282,logical attack,65,9,178,98
os11.jpg,259,194,ATM out of service,14,17,250,194
os11.jpg,259,194,ATM out of service,32,5,217,122
m70.jpg,474,221,malware,13,1,459,221
m70.jpg,474,221,malware,55,47,427,221
os35.jpg,275,183,ATM out of service,8,6,271,179
os35.jpg,275,183,ATM out of service,36,22,189,128
n71.jpg,474,427,normal,136,86,469,389
n71.jpg,474,427,normal,130,241,473,384
r5.jpg,300,168,robbery,69,4,234,168
r2.jpg,270,187,robbery,3,7,270,186
r2.jpg,270,187,robbery,65,48,268,184
n159.jpg,474,867,normal,3,7,474,761
pa19.jpg,219,230,physical attack,4,65,219,173
n13.jpg,320,160,normal,9,5,111,158
n13.jpg,320,160,normal,1,55,315,157
n197.jpg,474,632,normal,9,6,464,622
n197.jpg,474,632,normal,15,7,474,299
n197.jpg,474,632,normal,79,15,381,616
cash tpn40.jpg,474,315,cash trapping,55,92,203,249
n182.jpg,474,493,normal,178,66,420,324
pa77.jpg,225,225,physical attack,14,1,214,200
n40.jpg,240,160,normal,5,4,235,160
n40.jpg,240,160,normal,27,4,232,146
n68.jpg,474,626,normal,5,9,471,585
n68.jpg,474,626,normal,56,40,346,311
j14.jpg,239,211,jackpotting,79,40,164,195
j14.jpg,239,211,jackpotting,83,100,161,175
j14.jpg,239,211,jackpotting,70,31,239,196
j14.jpg,239,211,jackpotting,83,94,237,194
r71.jpg,271,186,robbery,71,64,140,186
r71.jpg,271,186,robbery,67,68,151,126
n75.jpg,474,355,normal,46,5,323,354
r65.jpg,244,207,robbery,3,2,228,200
r65.jpg,244,207,robbery,4,5,236,92
r65.jpg,244,207,robbery,84,3,232,145
pa28.jpg,259,194,physical attack,3,4,258,137
pa28.jpg,259,194,physical attack,6,43,252,126
pa28.jpg,259,194,physical attack,42,58,250,123
ctpn19.JPEG,474,293,card trapping,29,11,434,293
ctpn19.JPEG,474,293,card trapping,103,19,395,178
ctpn19.JPEG,474,293,card trapping,175,129,290,159
r75.jpg,275,183,robbery,79,9,275,178
r75.jpg,275,183,robbery,86,73,257,170
n107.jpg,474,184,normal,198,15,321,175
pa13.jpg,259,194,physical attack,6,23,254,169
pa13.jpg,259,194,physical attack,100,41,198,167
n137.jpg,474,160,normal,5,2,219,160
n85.jpg,474,237,normal,3,6,350,236
n85.jpg,474,237,normal,5,36,464,237
fake keypad.jpg,432,319,skimming,221,167,425,314
fake keypad.jpg,432,319,physical attack,221,23,424,155
pa86.jpg,225,225,physical attack,1,2,225,219
pa86.jpg,225,225,physical attack,122,1,225,112
pa86.jpg,225,225,physical attack,143,4,225,68
n134.jpg,474,474,normal,55,161,270,467
